front_in/normal/crowd/2016_04_07_19_23_49FrontColor.npy,7,0,1
front_in/normal/crowd/2016_04_07_19_17_39FrontColor.npy,5,0,1
front_in/normal/uncrowd/2016_04_07_19_13_02FrontColor.npy,1,0,0
front_in/normal/crowd/2016_04_07_19_09_56FrontColor.npy,10,0,1
front_in/normal/crowd/2016_04_07_19_06_50FrontColor.npy,6,0,1
front_in/normal/crowd/2016_04_07_18_58_34FrontColor.npy,13,0,1
front_in/normal/uncrowd/2016_04_07_18_54_01FrontColor.npy,1,0,0
front_in/normal/uncrowd/2016_04_07_18_52_23FrontColor.npy,3,0,0
front_in/normal/uncrowd/2016_04_07_18_51_24FrontColor.npy,1,0,0
front_in/normal/uncrowd/2016_04_07_18_49_04FrontColor.npy,1,0,0
front_in/normal/uncrowd/2016_04_07_18_48_24FrontColor.npy,4,0,0
front_in/normal/crowd/2016_04_07_18_43_47FrontColor.npy,5,0,1
front_in/normal/crowd/2016_04_07_18_29_25FrontColor.npy,6,0,1
front_in/normal/uncrowd/2016_04_07_18_27_14FrontColor.npy,2,0,0
front_in/normal/uncrowd/2016_04_07_18_24_55FrontColor.npy,1,0,0
front_in/normal/uncrowd/2016_04_07_18_22_42FrontColor.npy,3,0,0
front_in/normal/uncrowd/2016_04_07_18_14_11FrontColor.npy,3,0,0
front_in/normal/crowd/2016_04_07_18_11_53FrontColor.npy,13,0,1
front_in/normal/uncrowd/2016_04_07_18_09_33FrontColor.npy,3,0,0
front_in/normal/uncrowd/2016_04_07_18_09_13FrontColor.npy,1,0,0
front_in/normal/uncrowd/2016_04_07_18_08_20FrontColor.npy,2,0,0
front_in/normal/uncrowd/2016_04_07_18_07_10FrontColor.npy,9,0,0
front_in/noisy/uncrowd/2016_04_07_18_06_57FrontColor.npy,1,0,2
front_in/normal/uncrowd/2016_04_07_18_06_20FrontColor.npy,5,0,0
front_in/normal/uncrowd/2016_04_07_18_05_47FrontColor.npy,2,0,0
front_in/normal/crowd/2016_04_07_17_34_36FrontColor.npy,3,0,1
front_in/normal/uncrowd/2016_04_07_17_26_09FrontColor.npy,1,0,0
front_in/normal/crowd/2016_04_07_17_21_45FrontColor.npy,7,0,1
front_in/normal/crowd/2016_04_07_17_19_45FrontColor.npy,8,0,1
front_in/normal/uncrowd/2016_04_07_17_18_11FrontColor.npy,6,0,0
front_in/noisy/uncrowd/2016_04_07_17_10_51FrontColor.npy,5,0,2
front_in/noisy/uncrowd/2016_04_07_17_08_17FrontColor.npy,4,0,2
front_in/normal/crowd/2016_04_07_17_06_56FrontColor.npy,6,0,1
front_in/normal/crowd/2016_04_07_17_05_18FrontColor.npy,8,0,1
front_in/normal/uncrowd/2016_04_07_16_59_52FrontColor.npy,6,0,0
front_in/normal/uncrowd/2016_04_07_16_56_25FrontColor.npy,3,0,0
front_in/normal/crowd/2016_04_07_16_54_23FrontColor.npy,9,0,1
front_in/noisy/crowd/2016_04_07_16_49_13FrontColor.npy,16,0,3
front_in/normal/uncrowd/2016_04_07_16_42_54FrontColor.npy,2,0,0
front_in/normal/uncrowd/2016_04_07_16_39_44FrontColor.npy,3,0,0
front_in/normal/uncrowd/2016_04_07_16_39_28FrontColor.npy,1,0,0
front_in/normal/uncrowd/2016_04_07_16_33_05FrontColor.npy,2,0,0
front_in/noisy/uncrowd/2016_04_07_16_26_51FrontColor.npy,5,0,2
front_in/normal/crowd/2016_04_07_16_22_06FrontColor.npy,5,0,1
front_in/noisy/crowd/2016_04_07_16_17_56FrontColor.npy,9,0,3
front_in/noisy/uncrowd/2016_04_07_16_13_53FrontColor.npy,4,0,2
front_in/normal/uncrowd/2016_04_07_16_12_04FrontColor.npy,4,0,0
front_in/normal/uncrowd/2016_04_07_16_09_12FrontColor.npy,3,0,0
front_in/normal/crowd/2016_04_07_16_07_43FrontColor.npy,12,0,1
